symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isFund,isActivelyTrading,roce_2024,operating_margin_2024,revenue_growth_2024,roce_2014,operating_margin_2014,revenue_growth_2014,roce_2015,operating_margin_2015,revenue_growth_2015,roce_2016,operating_margin_2016,revenue_growth_2016,roce_2017,operating_margin_2017,revenue_growth_2017,roce_2018,operating_margin_2018,revenue_growth_2018,roce_2019,operating_margin_2019,revenue_growth_2019,roce_2020,operating_margin_2020,revenue_growth_2020,roce_2021,operating_margin_2021,revenue_growth_2021,roce_2022,operating_margin_2022,revenue_growth_2022,roce_2023,operating_margin_2023,revenue_growth_2023,roce_growth,roce_current_year,operating_margin_growth,operating_margin_current_year,revenue_growth_current_year,roce_growth_rank,operating_margin_growth_rank,revenue_growth_current_year_rank,roce_current_year_rank,operating_margin_current_year_rank,final_score,final_rank
BRT,BRT Apartments Corp.,0.38,Real Estate,REIT - Residential,1.084,20.06,1.0,24820,New York Stock Exchange,NYSE,US,False,False,True,0.84,6.16,1.42,0.78,8.48,55.07,-2.03,-20.13,24.25,-1.1,-9.69,14.26,-1.4,-12.83,12.21,1.27,11.92,13.11,0.14,1.9,-76.8,-2.53,-31.11,1.23,6.36,87.29,14.07,9.43,94.9,120.0,5.7,41.91,32.74,0.22690197701060205,0.84,1.685962699479105,6.16,1.42,772.0,523.0,1998.0,183.0,181.0,670.1,606.0
RSG,"Republic Services, Inc.",68.36,Industrials,Waste Management,0.707,218.3,2.32,560507,New York Stock Exchange,NYSE,US,False,False,True,11.04,19.67,5.7,6.75,14.03,4.41,8.32,17.1,3.72,8.17,16.38,2.99,9.01,16.62,6.96,9.18,17.29,-0.01,9.1,17.35,2.57,8.08,16.83,-1.42,9.21,18.38,11.24,9.32,17.7,19.62,10.23,18.58,10.76,0.20692438474180985,11.04,0.2762010700805918,19.67,5.7,804.0,1067.0,1424.0,162.0,57.0,671.8,607.0
ADT,ADT Inc.,6.49,Industrials,Security & Protection Services,1.517,7.62,0.22,2338280,New York Stock Exchange,NYSE,US,False,False,True,7.66,23.28,-2.07,,,,-1.33,-5.2,17.73,-1.4,-7.77,437.03,1.75,6.54,46.28,1.72,6.07,6.19,2.31,6.73,11.87,1.15,3.2,3.69,0.41,1.17,-0.15,3.68,8.76,20.5,7.48,21.75,-22.09,0.6576814294706255,7.66,1.9342697888022304,23.28,-2.07,519.0,479.0,2623.0,233.0,31.0,671.8000000000001,608.0
VSCO,Victoria's Secret & Co.,3.05,Consumer Cyclical,Apparel - Retail,2.198,38.84,0.0,1060282,New York Stock Exchange,NYSE,US,False,False,True,9.96,5.11,-0.95,,,,,,,,,,,,,,,,,,,-4.46,-2.28,-7.33,-3.74,-1.85,-27.91,21.45,8.37,25.34,6.49,3.2,-6.49,1.2996487498403744,9.96,0.9335310785184618,5.11,-0.95,341.0,682.0,2496.0,164.0,215.0,671.8499999999999,609.0
NOVT,Novanta Inc.,6.0,Technology,"Hardware, Equipment & Parts",1.287,166.98,0.0,109492,NASDAQ Global Select,NASDAQ,US,False,False,True,9.11,12.46,4.66,-4.89,-4.61,6.76,8.06,7.74,2.44,9.17,8.46,2.99,9.1,10.97,35.49,11.54,11.56,17.85,12.14,14.25,1.91,7.44,9.46,-5.67,9.6,14.18,19.67,9.57,11.97,21.8,10.17,12.53,2.41,0.17742764545610368,9.11,0.5085121486842504,12.46,4.66,848.0,890.0,1557.0,130.0,112.0,671.9499999999999,610.0
TSHA,"Taysha Gene Therapies, Inc.",0.66,Healthcare,Biotechnology,0.414,3.24,0.0,2237299,NASDAQ Global Select,NASDAQ,US,False,False,True,-57.88,-880.73,-35.83,,,,,,,,,,,,,,,,,,,,,,,,,-255.88,-6492.69,,-53.27,-468.83,517.55,72.52216533057187,-57.88,1950.793835020227,-880.73,-35.83,16.0,31.0,3322.0,429.0,390.0,672.3,611.0
RNGR,"Ranger Energy Services, Inc.",0.37,Energy,Oil & Gas Equipment & Services,0.487,16.58,0.2,82782,New York Stock Exchange,NYSE,US,False,False,True,8.65,4.59,-8.97,,,,-13.03,-30.19,,-3.63,-8.52,149.06,-9.96,-13.38,191.67,-0.86,-0.69,96.82,5.2,3.68,11.15,-7.27,-8.04,-44.26,-1.21,-1.19,56.07,6.41,3.24,107.61,11.94,5.8,4.62,1.527067466025139,8.65,1.8684267610739798,4.59,-8.97,309.0,491.0,3047.0,85.0,114.0,672.3,611.0
EOD,Wells Fargo Advantage Funds - Allspring Global Dividend Opportunity Fund,0.22,Financial Services,Asset Management - Global,1.1168344,4.98,0.44176,77636,New York Stock Exchange,NYSE,US,False,True,True,17.23,251.08,2.92,,,,,,,,,,9.94,99.95,,-6.0,97.49,-153.1,12.18,98.69,-303.4,-7.96,102.3,-153.56,23.76,99.31,-467.23,-15.94,100.61,-152.86,8.46,111.34,-147.47,0.019013106068033723,17.23,5.179453327350035,251.08,2.92,1286.0,290.0,1791.0,90.0,33.0,672.75,613.0
HAL,Halliburton Company,27.99,Energy,Oil & Gas Equipment & Services,1.905,31.86,0.68,3212892,New York Stock Exchange,NYSE,US,False,False,True,19.87,17.11,0.24,19.34,15.51,11.8,-0.52,-0.7,-28.1,-29.49,-42.66,-32.78,6.73,6.61,29.79,11.63,10.28,16.37,-2.7,-2.47,-6.61,8.38,9.44,-35.54,9.99,11.77,5.88,15.11,13.34,32.7,21.4,17.74,13.41,0.46169940050886243,19.87,0.4889714925438542,17.11,0.24,611.0,903.0,2142.0,23.0,69.0,673.0500000000001,614.0
MRAM,"Everspin Technologies, Inc.",0.13,Technology,Semiconductors,0.902,6.14,0.0,40463,NASDAQ Global Market,NASDAQ,US,False,False,True,-6.25,-7.33,-15.53,-95.74,-39.84,,-1084.48,-66.06,6.63,-48.27,-56.01,2.06,-106.01,-56.23,32.63,-55.11,-35.05,37.51,-49.6,-36.34,-24.11,-34.28,-17.99,12.07,17.36,9.13,31.2,14.01,10.38,8.77,10.06,9.23,6.3,11.949280263740377,-6.25,5.495883214016894,-7.33,-15.53,65.0,277.0,3187.0,311.0,309.0,673.6999999999999,615.0
MGNI,"Magnite, Inc.",2.36,Communication Services,Advertising Agencies,2.427,16.79,0.0,690438,NASDAQ Global Select,NASDAQ,US,False,False,True,3.47,6.96,6.68,-13.22,-14.99,49.46,-1.95,-2.25,98.32,-8.26,-8.95,11.97,-94.34,-100.92,-44.09,-53.44,-51.01,-19.84,-21.24,-17.33,25.45,-4.06,-7.63,41.69,-0.37,-1.32,111.35,-6.3,-17.33,23.2,-12.05,-25.01,7.39,0.22564108536890884,3.47,0.11824348525795539,6.96,6.68,775.0,1276.0,1344.0,64.0,52.0,673.75,616.0
YEXT,"Yext, Inc.",1.06,Technology,Software - Infrastructure,1.173,8.26,0.0,292177,New York Stock Exchange,NYSE,US,False,False,True,-5.48,-3.47,-2.02,,,,-34.49,-28.92,,-84.14,-29.13,49.54,-1145.39,-34.36,38.49,-78.11,-39.15,36.97,-86.6,-33.14,34.13,-38.58,-41.14,30.9,-28.09,-26.6,18.68,-27.29,-23.03,10.13,-27.84,-16.17,2.63,4.485494726703979,-5.48,1.0864040259445134,-3.47,-2.02,153.0,640.0,2613.0,303.0,283.0,675.4000000000001,617.0
MPV,Barings Participation Investors,0.18,Financial Services,Asset Management,0.598,16.7,1.48,2903,New York Stock Exchange,NYSE,US,False,False,True,12.95,94.28,25.35,7.38,84.69,3.85,6.88,83.21,-6.41,7.19,85.36,2.76,12.08,98.95,55.78,2.74,92.35,-76.93,11.0,95.8,303.69,3.98,90.17,-62.12,13.94,96.91,275.62,4.55,101.07,-68.76,9.48,87.32,143.45,0.025211786005553495,12.95,0.2576058785004517,94.28,25.35,1219.0,1091.0,611.0,154.0,156.0,676.6,618.0
PTCT,"PTC Therapeutics, Inc.",3.38,Healthcare,Biotechnology,0.628,43.88,0.0,411150,NASDAQ Global Select,NASDAQ,US,False,False,True,-10.58,-14.47,-3.96,-33.06,-432.93,-26.7,-51.8,-454.58,60.11,-60.1,-159.67,124.95,-20.77,-33.07,135.04,-12.15,-43.7,36.19,-13.89,-62.8,15.96,-20.61,-104.49,24.04,-26.24,-69.62,41.45,-33.86,-62.95,29.75,-27.03,-37.26,34.2,0.6509867611649978,-10.58,19.887268155239568,-14.47,-3.96,523.0,161.0,2801.0,235.0,238.0,677.6999999999999,619.0
ATEC,"Alphatec Holdings, Inc.",1.49,Healthcare,Medical - Devices,1.314,10.48,0.0,635701,NASDAQ Global Select,NASDAQ,US,False,False,True,-23.24,-23.93,18.76,0.66,0.89,1.1,-809.42,-93.07,-10.48,-28.66,-12.79,-35.1,-16.39,-8.85,-15.39,-22.7,-24.47,-9.87,-28.95,-34.09,23.7,-22.71,-31.82,27.71,-23.12,-44.76,67.89,-32.34,-34.52,44.26,-26.77,-35.95,37.45,3.9047562453546925,-23.24,-0.0008772305571194482,-23.93,18.76,167.0,2069.0,748.0,293.0,258.0,677.95,620.0
HAFC,Hanmi Financial Corporation,0.8,Financial Services,Banks - Regional,0.826,26.45,1.0,105114,NASDAQ Global Select,NASDAQ,US,False,False,True,1.97,39.03,50.8,0.08,2.39,7.19,0.11,2.33,30.57,0.14,3.32,-1.25,0.12,2.97,8.77,2.5,66.83,-2.23,0.86,23.28,-1.03,0.96,26.56,10.12,1.98,57.52,5.15,2.2,59.53,15.41,0.34,6.17,-8.34,0.05906116260340178,1.97,1.0512596217434131,39.03,50.8,1084.0,654.0,373.0,665.0,442.0,679.15,621.0
FWRG,"First Watch Restaurant Group, Inc.",1.16,Consumer Cyclical,Restaurants,0.849,19.09,0.0,296391,NASDAQ Global Select,NASDAQ,US,False,False,True,3.29,4.45,11.86,,,,,,,,,,,,,1.23,2.2,,-0.28,-0.57,24.76,-5.07,-13.78,-21.54,2.34,3.7,75.59,1.68,2.32,21.45,3.58,4.63,22.1,0.21317656364388168,3.29,0.18450868637586285,4.45,11.86,793.0,1176.0,997.0,258.0,226.0,679.8000000000001,622.0
HNVR,"Hanover Bancorp, Inc.",0.18,Financial Services,Banks - Regional,-0.261,25.19,0.4,8851,NASDAQ Global Select,NASDAQ,US,False,False,True,1.42,10.58,107.84,,,,,,,0.84,31.99,,0.78,30.0,37.3,1.15,38.57,48.2,1.83,29.01,103.05,0.73,21.81,-27.46,0.95,31.19,58.17,2.05,2219.8,-96.23,1.93,32.07,3430.23,0.03769302444735385,1.42,5.118868645242774,10.58,107.84,1162.0,291.0,152.0,736.0,807.0,680.1,623.0
WST,"West Pharmaceutical Services, Inc.",23.59,Healthcare,Medical - Instruments & Supplies,1.003,325.68,0.84,305784,New York Stock Exchange,NYSE,US,False,False,True,18.23,20.02,-2.49,12.83,12.8,3.87,9.31,9.19,-1.52,13.34,13.04,7.81,14.46,14.31,5.96,18.36,13.99,7.4,14.83,16.12,7.13,17.77,18.95,16.69,27.66,26.57,31.89,23.69,25.43,1.95,21.41,22.92,2.18,0.6811675435505384,18.23,1.0175424553102737,20.02,-2.49,507.0,663.0,2677.0,43.0,55.0,680.5000000000001,624.0
GMS,GMS Inc.,3.94,Industrials,Construction,1.679,100.35,0.0,293006,New York Stock Exchange,NYSE,US,False,False,True,12.97,7.45,0.71,6.32,4.57,16.51,1.97,1.19,16.02,5.71,3.17,18.35,8.81,4.5,24.81,9.76,4.74,8.29,8.22,4.72,24.07,8.84,5.07,4.02,9.94,5.79,1.77,17.35,9.04,40.5,19.73,9.48,14.98,0.8828041215585746,12.97,0.43869691586302034,7.45,0.71,441.0,930.0,2092.0,134.0,220.0,680.8499999999999,625.0
STLD,"Steel Dynamics, Inc.",22.12,Basic Materials,Steel,1.325,145.27,1.84,506847,NASDAQ Global Select,NASDAQ,US,False,False,True,17.15,12.42,-4.75,4.96,3.66,18.76,-1.28,-0.96,-13.27,12.75,9.36,2.41,17.82,11.18,22.65,25.77,14.57,23.93,13.58,9.41,-11.31,10.58,8.82,-8.43,41.74,23.36,91.73,41.99,22.87,20.92,25.06,16.77,-15.57,1.0353830812100209,17.15,0.8062534854667952,12.42,-4.75,399.0,723.0,2857.0,13.0,30.0,681.5,626.0
LFMD,"LifeMD, Inc.",0.29,Healthcare,Medical - Pharmaceuticals,1.232,6.59,0.0,445122,NASDAQ Global Market,NASDAQ,US,False,False,True,-86.76,-6.56,17.96,420.34,-74.34,-11.65,-144.88,-21.51,70.67,324.74,-22.42,329.79,-171.4,-21.12,-3.51,-144.42,-24.7,64.68,545.97,-23.18,49.79,13247.94,-155.04,199.1,-200.39,-58.47,149.04,695.24,-33.34,28.16,-61.14,-9.5,28.15,0.9617965586183195,-86.76,0.01493027651979911,-6.56,17.96,423.0,1617.0,767.0,474.0,215.0,682.0,627.0
VPCCX,Vanguard PRIMECAP Core Fund Investor Shares,12.85,Financial Services,Asset Management,0.94,37.0,0.398,0,NASDAQ,NASDAQ,US,False,True,True,18.23,11.54,-0.36,,,,,,,,,,,,,,,,,,,5.67,4.63,5.85,5.44,5.08,7.47,11.96,8.59,37.4,18.53,11.65,32.91,3.390218045261285,18.23,1.8573423383729015,11.54,-0.36,181.0,495.0,2422.0,79.0,795.0,682.35,628.0
BCC,Boise Cascade Company,5.67,Basic Materials,Construction Materials,1.514,147.6,0.84,121112,New York Stock Exchange,NYSE,US,False,False,True,18.52,7.62,-0.54,15.08,4.07,9.17,10.42,2.84,1.67,7.07,2.03,7.65,11.52,3.18,13.31,5.95,1.44,12.71,10.43,2.94,-7.04,23.24,6.12,17.91,50.3,12.26,44.77,42.97,13.8,5.82,21.8,9.13,-18.47,0.7328554873336628,18.52,0.47385382083078337,7.62,-0.54,485.0,911.0,2439.0,11.0,57.0,682.9,629.0
EU,enCore Energy Corp.,0.7,Energy,Uranium,1.191,3.78,0.0,580368,American Stock Exchange,NYSE,US,False,False,True,-11.09,-96.71,,,,,,,,,,,,,,,,,-16.82,-5171.93,,,,,,,,,,,,,,1.1460000000000001,-11.09,1015.0440000000001,-96.71,,377.0,41.0,3454.0,155.0,158.0,683.1500000000001,630.0
AMD,"Advanced Micro Devices, Inc.",222.61,Technology,Semiconductors,1.706,137.18,0.0,15926728,NASDAQ Global Select,NASDAQ,US,False,False,True,2.21,5.64,7.12,7.0,2.96,3.91,-20.63,-8.82,-27.52,-19.39,-8.87,8.22,6.18,2.42,21.63,17.53,6.97,23.26,17.2,9.37,3.95,20.92,14.02,45.05,44.6,22.2,68.33,2.06,5.36,43.61,0.66,1.77,-3.9,0.21370396854215837,2.21,0.31338045829296785,5.64,7.12,791.0,1031.0,1293.0,236.0,191.0,683.3000000000002,631.0
EPSN,Epsilon Energy Ltd.,0.13,Energy,Oil & Gas Exploration & Production,0.408,5.82,0.25,20331,NASDAQ Global Market,NASDAQ,US,False,False,True,-0.84,-3.07,1.35,11.47,33.31,13.81,-32.32,-150.37,-54.98,2.89,9.22,6.57,5.91,23.1,6.08,11.8,32.41,10.19,9.08,30.67,-10.09,1.0,3.36,-8.49,22.42,48.61,73.61,39.93,67.14,64.99,4.67,17.63,-56.08,0.2888246147827661,-0.84,0.8230490314594899,-3.07,1.35,728.0,719.0,2008.0,138.0,144.0,683.4,632.0
ITW,Illinois Tool Works Inc.,81.95,Industrials,Industrial - Machinery,1.109,277.52,6.0,570767,New York Stock Exchange,NYSE,US,False,False,True,37.7,26.47,-0.98,20.42,19.94,2.47,21.46,21.39,-7.45,24.63,22.53,1.45,25.45,24.41,5.26,31.64,24.27,3.17,26.34,24.11,-4.46,22.13,22.92,-10.88,27.58,24.05,14.96,34.57,23.79,10.22,37.26,25.08,1.1,1.1150388150877235,37.7,0.30722813790351655,26.47,-0.98,386.0,1035.0,2503.0,8.0,21.0,684.7500000000001,633.0
ULS,UL Solutions Inc.,10.75,Industrials,Specialty Business Services,0.95,53.73,0.5,218688,New York Stock Exchange,NYSE,US,False,False,True,20.36,15.42,5.12,,,,,,,,,,,,,,,,,,,12.6,15.78,-0.6,10.0,11.4,9.39,20.34,16.35,0.12,18.15,13.74,6.27,1.4799664382996012,20.36,0.002642722878625139,15.42,5.12,313.0,1758.0,1495.0,59.0,96.0,685.1,634.0
ITCI,"Intra-Cellular Therapies, Inc.",9.08,Healthcare,Drug Manufacturers - Specialty & Generic,0.973,85.65,0.0,241485,NASDAQ Global Select,NASDAQ,US,False,False,True,-10.5,-19.84,31.99,-25.7,-5367.52,-78.91,-22.14,-115815.85,-84.17,-31.25,-35759.96,261.96,-22.49,-41832.65,-25.66,,,,-71.65,-254090.46,,-33.98,-1026.28,37071.49,-65.44,-349.65,262.65,-39.26,-105.82,204.91,-26.35,-34.32,86.4,-0.0030891169744167663,-10.5,530.3919184884962,-19.84,31.99,1995.0,50.0,532.0,234.0,250.0,685.3499999999999,635.0
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",0.2,Financial Services,Asset Management,0.6571464,8.53,1.20492,85869,New York Stock Exchange,NYSE,US,False,True,True,10.25,104.06,6.63,,,,,,,,,,-0.21,-4.09,,1.65,82.27,-62.12,6.28,108.71,180.48,-3.61,93.44,-165.1,11.88,97.28,-464.39,-9.77,103.26,-185.93,1.69,79.2,-122.63,0.013384458724044276,10.25,2.91430415816505,104.06,6.63,1340.0,390.0,1347.0,215.0,141.0,686.25,636.0
ARE,"Alexandria Real Estate Equities, Inc.",19.26,Real Estate,REIT - Office,1.176,110.23,5.2,715064,New York Stock Exchange,NYSE,US,False,False,True,3.14,36.96,6.35,2.48,24.88,15.17,1.66,16.66,12.75,0.43,4.57,9.56,1.59,16.07,25.24,3.21,31.81,18.05,2.67,28.9,15.36,2.55,28.22,23.14,1.92,25.08,12.12,1.91,24.22,22.46,3.02,37.7,11.46,0.027249535793849308,3.14,0.9066453114077297,36.96,6.35,1207.0,690.0,1372.0,128.0,77.0,686.55,637.0
COCO,"The Vita Coco Company, Inc.",2.02,Consumer Defensive,Beverages - Non-Alcoholic,0.215,35.54,0.0,155047,NASDAQ Global Select,NASDAQ,US,False,False,True,29.69,15.15,0.25,,,,,,,,,,,,,,,,12.86,4.71,,24.08,9.93,9.4,19.91,6.48,22.17,2.13,0.71,12.72,27.82,11.44,15.39,0.3530893643709077,29.69,0.4063483638781857,15.15,0.25,671.0,949.0,2138.0,9.0,33.0,686.65,638.0
CDTX,"Cidara Therapeutics, Inc.",0.14,Healthcare,Biotechnology,0.994,20.21,0.0,9930,NASDAQ Capital Market,NASDAQ,US,False,False,True,-38.36,-171.78,-58.77,,,,,,,,,,,,,,,,-107.6,-199.49,,-328.68,-595.42,-42.3,-102.29,-85.24,310.81,-168.65,-46.23,29.69,6310.05,-38.31,-0.6,96.5719579947737,-38.36,11.755795564022161,-171.78,-58.77,15.0,195.0,3360.0,362.0,340.0,687.15,639.0
ET,Energy Transfer LP,68.0,Energy,Oil & Gas Midstream,1.643,19.86,1.29,16041024,New York Stock Exchange,NYSE,US,False,False,True,8.06,10.8,6.46,4.28,4.44,15.22,3.62,5.69,-24.36,2.09,4.0,-10.97,3.46,6.69,8.05,6.78,9.89,33.47,5.06,8.51,0.23,2.59,5.94,-28.15,5.59,7.89,73.07,4.52,4.79,33.31,8.1,10.56,-12.56,0.17078652331278993,8.06,0.19013177182148294,10.8,6.46,855.0,1168.0,1363.0,92.0,88.0,687.8,640.0
KLXE,"KLX Energy Services Holdings, Inc.",0.1,Energy,Oil & Gas Equipment & Services,2.006,6.03,0.0,14158,NASDAQ Global Select,NASDAQ,US,False,False,True,-3.02,-1.15,-16.93,,,,,,,,,,-49.89,-58.8,-39.41,-10.63,-7.49,110.58,3.76,4.46,54.54,-5.14,-5.28,9.83,-23.06,-14.01,-19.83,10.43,4.16,79.22,15.15,6.4,13.66,2.258980465361048,-3.02,2.220931638650101,-1.15,-16.93,244.0,450.0,3200.0,148.0,139.0,688.4,641.0
CSL,Carlisle Companies Incorporated,20.7,Industrials,Construction,0.913,456.7,4.0,166655,New York Stock Exchange,NYSE,US,False,False,True,21.59,23.32,9.18,12.13,12.74,8.87,14.99,14.17,10.59,16.88,15.85,3.73,10.9,12.36,11.28,10.94,11.36,9.53,9.92,9.48,7.41,9.34,12.29,-17.49,5.54,7.0,21.17,20.76,19.35,37.04,18.09,21.43,-30.42,0.06511426254180339,21.59,0.18287901692942102,23.32,9.18,1066.0,1178.0,1135.0,52.0,30.0,688.75,642.0
CVCO,"Cavco Industries, Inc.",4.17,Consumer Cyclical,Residential Construction,1.247,514.5,0.0,23840,NASDAQ Global Select,NASDAQ,US,False,False,True,15.1,8.87,3.13,8.52,5.91,17.92,9.59,6.79,6.25,10.81,6.51,25.71,12.16,7.34,8.63,14.8,8.47,12.59,15.26,8.74,10.5,13.3,8.0,10.29,12.43,8.02,4.36,23.52,12.44,46.85,18.21,8.62,31.68,0.5312589232913039,15.1,0.18806623760096833,8.87,3.13,571.0,1172.0,1763.0,85.0,151.0,688.8,643.0
BOC,Boston Omaha Corporation,0.47,Communication Services,Advertising Agencies,0.795,15.27,0.0,58941,New York Stock Exchange,NYSE,US,False,False,True,-1.38,-8.66,9.1,4.89,-52.06,30.78,-4.71,-153.11,1547.7,-5.03,-81.65,431.67,-4.56,-75.14,134.53,-3.83,-61.22,122.11,-1.98,-19.84,106.72,0.71,7.42,10.52,-3.13,-41.4,24.55,-1.06,-8.22,42.59,-1.22,-9.11,18.49,6.93455395955088e-06,-1.38,5.809634159903516,-8.66,9.1,1700.0,271.0,1143.0,90.0,103.0,689.25,644.0
WING,Wingstop Inc.,9.6,Consumer Cyclical,Restaurants,1.735,328.77,1.08,210086,NASDAQ Global Select,NASDAQ,US,False,False,True,41.98,25.99,28.47,17.4,26.78,14.32,18.16,25.29,15.6,30.72,31.97,17.17,35.94,34.37,15.54,34.01,25.15,45.12,32.21,21.49,30.35,35.63,23.07,24.61,35.2,26.11,13.54,25.41,25.71,26.56,36.7,24.47,28.68,0.8100327424005211,41.98,-0.053501134148741046,25.99,28.47,464.0,2412.0,575.0,15.0,14.0,690.45,645.0
USAP,"Universal Stainless & Alloy Products, Inc.",0.41,Basic Materials,Steel,0.927,44.42,0.0,37975,NASDAQ Global Select,NASDAQ,US,False,False,True,11.74,11.59,14.51,3.3,5.3,13.71,-10.75,-16.65,-12.11,-1.49,-2.57,-14.52,1.53,2.09,31.22,5.46,6.28,26.29,2.29,3.0,-5.05,-8.33,-12.47,-26.04,-4.03,-7.73,-13.24,-2.06,-3.23,29.62,4.43,4.81,41.48,0.08888741882127059,11.74,0.0508599330817783,11.59,14.51,1014.0,1451.0,885.0,35.0,37.0,690.85,646.0
BE,Bloom Energy Corporation,6.27,Industrials,Electrical Equipment & Parts,2.705,27.45,0.0,3823899,New York Stock Exchange,NYSE,US,False,False,True,-1.55,-2.52,-5.63,-33.48,-94.15,,-41.58,-173.81,-30.33,-25.56,-115.56,20.62,-16.56,-41.83,80.3,-13.86,-20.73,97.35,-31.1,-29.65,5.81,-7.94,-10.17,1.16,-8.28,-11.78,22.4,-18.58,-21.77,23.34,-10.75,-15.67,11.2,1.8523509706343009,-1.55,8.224373329333666,-2.52,-5.63,276.0,230.0,2905.0,349.0,353.0,691.15,647.0
KLC,"KinderCare Learning Companies, Inc.",2.81,Consumer Defensive,Education & Training Services,0.0,23.79,0.0,194943,New York Stock Exchange,NYSE,US,False,False,True,7.36,9.51,-0.84,,,,,,,,,,,,,,,,2.98,4.71,11.98,-1.05,-2.25,-27.14,6.88,11.75,32.29,11.97,17.98,19.8,8.53,10.97,15.9,0.6831596353029838,7.36,0.5878979594933634,9.51,-0.84,504.0,839.0,2474.0,82.0,56.0,692.5,648.0
JBL,Jabil Inc.,15.33,Technology,"Hardware, Equipment & Parts",1.245,135.83,0.32,678889,New York Stock Exchange,NYSE,US,False,False,True,22.55,4.35,0.0,4.91,1.29,-14.04,14.14,3.1,13.56,11.0,2.85,2.54,9.71,2.15,3.87,11.26,2.45,15.91,15.8,2.77,14.42,16.14,3.16,7.85,17.67,3.6,7.4,23.14,4.16,14.32,22.84,4.43,3.66,1.3714057469443783,22.55,0.19473209423681978,4.35,0.0,330.0,1161.0,2186.0,35.0,216.0,692.8000000000001,649.0
PFN,PIMCO Income Strategy Fund II,0.59,Financial Services,Asset Management - Income,0.786,7.52,0.8616,113392,New York Stock Exchange,NYSE,US,False,True,True,20.64,139.37,13.23,5.21,85.66,-16.39,5.81,85.3,-1.46,7.83,-529.86,-120.1,14.5,100.68,-1255.57,6.03,103.63,-60.39,6.33,99.4,23.18,-3.74,100.95,-158.78,11.65,99.81,-517.24,-11.03,98.67,-172.09,4.09,98.71,-132.92,-6.555495514081612e-07,20.64,2.4284808112890253,139.37,13.23,1746.0,430.0,935.0,61.0,93.0,693.5500000000001,650.0
TSVT,"2seventy bio, Inc.",0.21,Healthcare,Biotechnology,1.786,3.99,0.0,92779,NASDAQ Global Select,NASDAQ,US,False,False,True,-31.07,-313.09,-54.56,,,,,,,,,,,,,,,,-159.76,-762.99,-18.84,-61.09,-58.29,460.15,-47.41,-575.01,-78.03,-45.57,-287.34,67.81,-42.86,-215.87,9.72,12.363955130815897,-31.07,10.966982725068487,-313.09,-54.56,63.0,201.0,3350.0,322.0,360.0,694.85,651.0
TWLO,Twilio Inc.,16.03,Communication Services,Internet Content & Information,1.322,104.54,0.0,857171,New York Stock Exchange,NYSE,US,False,False,True,-4.49,-9.67,4.46,-83.97,-30.03,77.98,-30.23,-21.2,87.87,-12.19,-14.9,66.15,-17.8,-16.56,43.88,-12.93,-17.73,62.92,-7.54,-32.6,74.52,-5.45,-27.98,55.3,-7.45,-32.22,61.31,-8.77,-26.94,34.64,-8.06,-21.1,8.56,2.247769352123517,-4.49,0.0020768582725881547,-9.67,4.46,245.0,1776.0,1584.0,102.0,105.0,695.45,652.0
GAIA,"Gaia, Inc.",0.14,Communication Services,Entertainment,0.621,6.13,0.0,4915,NASDAQ Global Market,NASDAQ,US,False,False,True,-5.42,-6.61,7.74,-5.11,-3.05,7.22,4.71,2.22,12.79,-16.9,-96.1,-90.83,-32.73,-88.87,64.03,-38.34,-82.32,54.98,-19.65,-31.87,23.12,-5.22,-6.93,23.8,-10.05,-13.12,19.07,-0.19,-0.26,3.09,-4.62,-5.68,-1.97,0.03282522006468688,-5.42,0.5474397816085549,-6.61,7.74,1184.0,863.0,1245.0,103.0,100.0,695.95,653.0
CPAY,"Corpay, Inc.",26.57,Technology,Software - Infrastructure,1.214,381.18,0.0,212465,New York Stock Exchange,NYSE,US,False,False,True,18.74,44.89,3.19,9.52,44.69,33.98,11.83,39.2,41.98,11.9,41.14,7.56,12.24,39.29,22.82,16.47,45.38,8.18,15.86,46.62,8.85,13.45,40.7,-9.82,15.31,43.85,18.62,17.98,42.21,20.94,19.15,44.09,9.65,0.7320810935946575,18.74,0.02871820348702764,44.89,3.19,486.0,1514.0,1748.0,45.0,4.0,696.3,654.0
BLBD,Blue Bird Corporation,1.31,Consumer Cyclical,Auto - Manufacturers,1.619,40.65,0.0,375591,NASDAQ Global Market,NASDAQ,US,False,False,True,48.22,10.34,0.0,-15524.0,-0.45,10.2,26.64,3.9,7.41,18.08,2.86,1.4,34.72,5.51,6.29,20.96,3.24,3.47,22.39,4.3,-0.6,10.69,2.5,-13.71,2.82,0.95,-22.2,-20.21,-5.08,17.05,27.46,4.56,41.49,176.34889230734174,48.22,0.006768900391057078,10.34,0.0,9.0,1701.0,2186.0,9.0,123.0,696.75,655.0
