,Unnamed: 0,level_0,level_1,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,roce_rank,ticker,coef,r_squared,std,coef_w,coef_rank,std_rank,average_score,final_rank
435,6969,CRVL,Return on Capital Employed,0.315,0.3293,0.3272,0.2722,0.3059,0.2149,0.2256,0.2485,0.2629,0.352,,47.0,CRVL,-0.004582424242656293,0.08664186610901192,0.0447155286226161,-0.0003970297876869169,864.0,582.0,192.20000000000002,435.0
436,6985,CRVO,Return on Capital Employed,,,-1.4082,0.0212,-1.0545,-0.5083,-0.585,-0.7029,-2.7159,-0.186,,1483.0,CRVO,,,0.8084771193422854,,,1651.0,,
437,7001,CSGS,Return on Capital Employed,0.12,0.2196,0.2019,0.1573,0.1405,0.1461,0.1139,0.1713,0.094,0.14,,302.0,CSGS,-0.005920000000280713,0.2127962986623394,0.03686096037815618,-0.0012597540881407838,930.0,479.0,224.65,606.0
438,7017,CSR,Return on Capital Employed,0.0425,0.0441,0.0298,0.0354,-0.0028,0.0891,0.0269,0.0166,0.0081,0.0467,,828.5,CSR,-0.00129575757581932,0.024014297442354393,0.024016835761606896,-3.111670783890922e-05,764.0,310.0,238.41666666666666,679.0
439,7033,CSTE,Return on Capital Employed,0.2743,0.2117,0.1862,0.0718,0.0655,0.0398,0.0244,0.0417,-0.0848,-0.1767,,1468.0,CSTE,-0.042575151517161756,0.9132569312419865,0.12796367023495378,-0.03888205222172575,1203.0,1168.0,425.75000000000006,1186.0
440,7049,CSTM,Return on Capital Employed,0.066,-0.1486,0.0818,0.1123,0.1336,0.0865,0.0411,0.1646,0.1007,0.0971,,467.0,CSTM,0.013201818182439014,0.21990657130188784,0.08086146733766336,0.0029031665714510844,277.0,913.0,143.13333333333335,240.0
441,7065,CSV,Return on Capital Employed,0.0451,0.0607,0.0569,0.057,0.0471,0.044,0.0523,0.0624,0.0724,0.0668,,659.0,CSV,0.0017424242425042608,0.3115492976008598,0.008966387232324957,0.0005428510488749127,445.0,114.0,153.18333333333337,279.0
442,7081,CSWI,Return on Capital Employed,0.1571,0.1853,0.131,0.0673,0.0203,0.2056,0.1929,0.0673,0.1093,0.1486,0.1642,269.0,CSWI,-0.0022115151516205298,0.011828076221012118,0.05840631900744986,-2.6157969777290797e-05,758.0,708.0,201.26666666666668,481.0
443,7097,CTBI,Return on Capital Employed,0.02,0.0197,0.0443,0.0449,0.0551,0.0258,0.0186,0.0232,0.0241,0.0453,,842.0,CTBI,0.0002715151515259107,0.003617531937105567,0.012966263918338236,9.822147320530393e-07,665.0,180.0,215.11666666666667,556.0
444,7113,CTGO,Return on Capital Employed,2207477.4027,-1.8875,1612080.8794,-1.0847,-0.2864,-1.0016,-4.6321,0.7041,-0.6509,-2.4095,-1.6875,1832.0,CTGO,-169258.92053830475,0.39307503647726805,775426.8044812712,-66531.45636469715,1240.0,1850.0,503.0333333333333,1240.0
445,7129,CTKB,Return on Capital Employed,,,,,,-0.3303,0.0763,0.0178,0.0083,-0.0309,,1283.0,CTKB,,,0.14343279401866227,,,1226.0,,
446,7145,CTLP,Return on Capital Employed,0.0096,-0.0008,-0.1204,-0.013,-0.0563,-0.248,-0.3202,-0.0251,-0.0056,0.0151,0.0693,1130.0,CTLP,-0.0037630303032051907,0.009393017941292992,0.11152240178547089,-3.534621115163556e-05,769.0,1100.0,308.98333333333335,981.0
447,7161,CTNM,Return on Capital Employed,,,,,,,,-0.4253,-0.5539,0.1872,,181.0,CTNM,,,0.3233373573632757,,,1481.0,,
448,7177,CTO,Return on Capital Employed,0.0474,0.054,0.0929,0.0892,0.114,0.0551,0.009,0.0501,0.0119,0.0308,,982.5,CTO,-0.005803636363913287,0.25904202375852214,0.03275231900186612,-0.0015033857088666486,943.0,431.0,292.68333333333334,926.0
449,7193,CTOS,Return on Capital Employed,,,,0.0067,-0.0203,0.0411,0.017,-0.0465,0.0589,0.0767,,587.0,CTOS,,,0.040355011321712084,,,531.0,,
450,7209,CTRE,Return on Capital Employed,0.0744,0.0593,0.0939,0.0751,0.0769,0.0524,0.0741,0.0634,0.0156,0.0674,,650.5,CTRE,-0.0033266666668209394,0.23474725347244985,0.019721320949672716,-0.000780925863254565,894.0,261.0,242.0,695.0
451,7225,CTRI,Return on Capital Employed,,,,,,,,0.0361,-0.0495,-0.0525,,1317.5,CTRI,,,0.041077595948264656,,,539.0,,
452,7241,CTRN,Return on Capital Employed,0.0523,0.1122,0.0841,0.1085,0.1354,0.0653,0.1032,0.2776,0.199,-0.0377,,1293.5,CTRN,0.004115757575955708,0.021659119298076956,0.08032604123196911,8.914368433958871e-05,562.0,911.0,277.93333333333334,874.0
453,7257,CTS,Return on Capital Employed,0.1106,0.0389,0.1453,0.1002,0.1355,0.0968,0.0936,-0.1068,0.1304,0.1254,,345.0,CTS,-0.0033048484850047534,0.018074800795166657,0.07060602594679863,-5.9734478024669233e-05,789.0,830.0,220.65,585.0
454,7273,CTV,Return on Capital Employed,,,,,,-0.1569,0.0232,-0.0318,-0.1247,-0.1316,,1418.0,CTV,,,0.06848750542982275,,,807.0,,
455,7289,CUBI,Return on Capital Employed,0.0185,0.0203,0.0235,0.0234,0.0257,0.0253,0.0181,0.0267,0.0268,0.0493,,803.0,CUBI,0.0019539393940315227,0.4447643978161472,0.0084153668963391,0.0008690426779556777,395.0,107.0,158.06666666666666,300.0
456,7305,CURV,Return on Capital Employed,,,,0.097,0.5565,0.1718,0.1469,0.1612,0.391,0.2338,,118.0,CURV,,,0.15218192791416946,,,1247.0,,
457,7321,CVBF,Return on Capital Employed,0.0244,0.021,0.0212,0.0239,0.0199,0.0278,0.0183,0.0191,0.0207,0.1697,,216.0,CVBF,0.007795151515519699,0.25374189708288697,0.044448329552414,0.0019779565335965098,309.0,579.0,107.2,122.0
458,7337,CVCO,Return on Capital Employed,0.0815,0.1045,0.1129,0.1279,0.1664,0.1635,0.148,0.1366,0.247,0.303,0.1857,67.0,CVCO,0.019193333334245916,0.7368302327041514,0.06422345443839034,0.014142228267040764,104.0,766.0,64.06666666666666,4.0
459,7353,CVGI,Return on Capital Employed,0.1007,0.1182,0.0787,0.1206,0.2343,0.1234,-0.0825,0.1253,0.0298,0.1452,,283.0,CVGI,-0.004275757575964281,0.024845017928713964,0.07791487727000537,-0.00010623127363366712,806.0,888.0,220.4666666666667,584.0
460,7369,CVI,Return on Capital Employed,0.1025,0.1072,0.0255,0.0391,0.1407,0.1846,-0.0859,0.0665,0.3306,0.3398,,52.0,CVI,0.02165696969798896,0.24457343926582908,0.12578244074591652,0.005296719563113003,209.0,1161.0,101.56666666666668,100.0
461,7385,CVLG,Return on Capital Employed,0.0965,0.1392,0.0666,0.0555,0.1032,0.032,-0.0186,0.166,0.2289,0.0969,,468.0,CVLG,0.005060606060846534,0.04778856580818591,0.06649171076156786,0.00024183910576806907,510.0,786.0,179.6,382.0
462,7401,CVLT,Return on Capital Employed,0.1979,0.0868,0.0062,0.0008,-0.0047,0.021,-0.0243,-0.04,0.1031,-0.04,0.1831,1301.0,CVLT,-0.013985454546116792,0.3090776503133803,0.0722553084555038,-0.00432259142967836,1048.0,846.0,364.53333333333336,1121.0
463,7417,CVRX,Return on Capital Employed,,,,,,-0.6266,-0.2034,-0.278,-0.3522,-0.4019,,1653.0,CVRX,,,0.14378337038753822,,,1229.0,,
464,7433,CWAN,Return on Capital Employed,,,,,,0.59,-0.264,0.0577,-0.0101,-0.0582,,1329.0,CWAN,,,0.2845062769079093,,,1457.0,,
465,7449,CWBC,Return on Capital Employed,0.0274,0.0121,-0.0229,-0.0266,-0.0492,0.0491,0.0804,0.062,0.0666,0.1022,,437.5,CWBC,0.01150606060660318,0.47316701938480565,0.048044800967430384,0.005444288402087355,206.0,618.0,112.41666666666667,135.0
466,7465,CWCO,Return on Capital Employed,0.0168,0.0555,0.0225,0.0333,0.0677,0.0665,0.0547,0.0215,0.0574,0.1864,,183.0,CWCO,0.009683030303488152,0.35861494021580154,0.046443407497727816,0.003472479333393198,257.0,600.0,95.41666666666667,73.0
467,7481,CWH,Return on Capital Employed,0.3554,0.5109,0.3794,0.1924,0.0951,0.009,0.2145,0.2866,0.194,0.0856,,525.0,CWH,-0.031092727274195257,0.37810191436064755,0.14523836579912347,-0.011756219705066746,1132.0,1230.0,321.53333333333336,1021.0
468,7497,CWK,Return on Capital Employed,,,-0.0707,-0.0412,0.004,0.04,-0.0646,0.0294,0.0261,0.0467,,828.5,CWK,,,0.04485642199005623,,,584.0,,
469,7513,CWST,Return on Capital Employed,0.0296,0.0504,0.0588,-0.0231,0.0516,0.068,0.0568,0.0698,0.0771,0.035,,933.0,CWST,0.003312727272882772,0.12081210934002895,0.027375207761768678,0.0004002175695052094,469.0,355.0,197.03333333333333,460.0
470,7529,CWT,Return on Capital Employed,0.0567,0.0465,0.049,0.0598,0.0474,0.0443,0.0537,0.0441,0.0413,0.0229,,1048.5,CWT,-0.0023424242425351726,0.48446349492175544,0.009666338500176785,-0.0011348190351280355,924.0,129.0,280.7,888.0
471,7545,CXM,Return on Capital Employed,,,,,,,-3.2787,-0.1316,-0.142,-0.0905,0.0847,1372.0,CXM,,,1.3673010403711394,,,1705.0,,
472,7561,CXW,Return on Capital Employed,0.086,0.0923,0.0987,0.0874,0.0755,0.0821,0.0421,0.0544,0.0896,0.0601,,698.5,CXW,-0.003653333333512319,0.35574727794979943,0.01759322596910527,-0.0012996633888402742,931.0,234.0,252.23333333333335,752.0
473,7577,CYH,Return on Capital Employed,0.0481,0.0524,-0.0453,-0.131,0.0131,0.0458,0.1029,0.1077,0.0967,0.0723,,612.0,CYH,0.012286666667246779,0.24833037937393865,0.07081840226946665,0.003051152594718519,269.0,832.0,152.11666666666667,271.0
474,7593,CYRX,Return on Capital Employed,-2.3973,-2.2052,-0.4358,-0.1767,-0.1296,-0.0583,-0.2515,-0.029,-0.1029,,,,CYRX,,,0.8947895292907684,,,1669.0,,
475,7609,CYTK,Return on Capital Employed,-0.1397,-0.4546,0.1311,-0.4197,-0.4261,-0.3576,-0.1763,-0.2417,-0.3632,-0.6331,,1746.0,CYTK,-0.029491515152919277,0.17849892465029538,0.2004962515859087,-0.005264203741103982,1065.0,1354.0,437.54999999999995,1194.0
476,7625,CZFS,Return on Capital Employed,0.0237,0.0165,0.0169,0.0183,0.0217,0.0241,0.0203,0.0198,0.02,0.0403,,888.0,CZFS,0.0011927272727839562,0.27699611907455124,0.006509254949685103,0.0003303808256755295,487.0,81.0,182.13333333333333,393.0
477,7641,CZNC,Return on Capital Employed,0.0226,0.0226,0.0204,0.0203,0.0243,0.0216,0.015,0.0192,0.0178,0.0236,,1044.5,CZNC,-0.00029818181819603746,0.1007813905153978,0.0026978509966267593,-3.0051178264206203e-05,761.0,17.0,244.81666666666663,711.0
478,7657,DAKT,Return on Capital Employed,0.1676,0.1344,0.0146,0.0704,0.0556,-0.0222,0.0004,0.0628,0.0056,0.0478,0.1509,819.5,DAKT,-0.012282424243006473,0.38496144703171387,0.05685942314163942,-0.004728259809645174,1055.0,697.0,310.21666666666664,985.0
479,7673,DAN,Return on Capital Employed,0.1,0.1094,0.0912,0.1258,0.1441,0.0588,0.023,0.0733,0.0195,0.0584,,714.0,DAN,-0.009011515151939339,0.4332065606408946,0.03932577399111173,-0.00390384748513495,1038.0,520.0,287.70000000000005,910.0
480,7689,DAWN,Return on Capital Employed,,,,,,-0.5888,-1.0034,-0.2587,-0.4134,-0.5452,,1715.0,DAWN,,,0.24896073586009504,,,1415.0,,
481,7705,DBD,Return on Capital Employed,0.1517,0.0743,-0.0418,-0.028,-0.1373,-0.0119,0.0116,0.0823,-0.164,0.6195,,15.0,DBD,0.020647272728248834,0.08054016794926377,0.20896974039319666,0.0016629348132274147,325.0,1366.0,129.38333333333335,189.0
482,7721,DBI,Return on Capital Employed,0.2161,0.2104,0.1831,0.117,0.0102,0.0721,-0.4779,0.1634,0.127,0.0434,,863.0,DBI,-0.02399636363750024,0.12756980992188183,0.1929738469326867,-0.0030612115480522623,1014.0,1339.0,339.15000000000003,1073.0
483,7737,DBRG,Return on Capital Employed,0.0298,0.028,0.0311,0.0116,-0.0013,-0.0611,-0.1426,-0.0128,-0.0215,0.0606,,692.5,DBRG,-0.004916363636595219,0.06531448497782655,0.05525431747836544,-0.00032110975888793115,855.0,682.0,260.09999999999997,793.0
484,7753,DC,Return on Capital Employed,,,,,,-0.2538,0.3716,-0.2666,-0.2206,-0.3599,,1622.0,DC,,,0.2628281689621567,,,1427.0,,
485,7769,DCGO,Return on Capital Employed,,,,,,-0.2323,-0.1882,-3031.0871,0.0934,5258.3179,,1.0,DCGO,,,2677.5203538176206,,,1844.0,,
486,7785,DCO,Return on Capital Employed,0.0853,-0.1839,0.1081,0.0326,0.0447,0.0868,0.0657,0.2226,0.0546,0.0396,,895.5,DCO,0.011952121212682828,0.1296981193118384,0.09532462903153623,0.001550167643072092,336.0,1005.0,201.4,482.0
487,7801,DCOM,Return on Capital Employed,0.0273,0.0243,0.0406,0.0307,0.0307,0.0218,0.0124,0.0145,0.0206,0.0563,,732.5,DCOM,0.0002472727272834789,0.0033469419465295136,0.012276628201586948,8.276074631778285e-07,667.0,172.0,204.13333333333333,497.0
488,7817,DDD,Return on Capital Employed,0.0189,-0.8619,-0.0523,-0.0795,-0.0656,-0.0886,-0.2502,0.2344,-0.0883,-0.4274,,1668.0,DDD,0.013920606061265097,0.020066103212538655,0.28226276853315246,0.00027933231800643664,501.0,1454.0,331.35,1054.0
489,7833,DEA,Return on Capital Employed,0.2281,0.0097,0.0257,0.0303,0.016,0.0191,0.0203,0.0263,0.0276,0.0291,,1003.5,DEA,-0.010240000000486934,0.2255398642122971,0.06193202402634682,-0.0023095282096437454,990.0,749.0,319.3,1012.0
490,7849,DEC,Return on Capital Employed,,,0.6059,0.1468,0.1655,0.0874,-0.0492,-0.1809,-0.2539,0.4021,,31.0,DEC,,,0.2688718139629924,,,1432.0,,
491,7865,DEI,Return on Capital Employed,0.0309,0.0342,0.0323,0.0306,0.0324,0.0613,0.02,0.0222,0.0258,0.0293,,998.5,DEI,-0.0007672727273083878,0.04214467263355681,0.01073508267317956,-3.2336457913068314e-05,766.0,138.0,247.18333333333337,730.0
492,7881,DENN,Return on Capital Employed,0.2767,0.3223,0.2261,0.3165,0.3034,0.4598,0.0307,0.3528,0.2797,0.1232,,357.5,DENN,-0.010589090909594537,0.07128692182406804,0.1139149489751016,-0.0007548636958602153,891.0,1121.0,255.14999999999998,765.0
493,7897,DESP,Return on Capital Employed,,-0.6732,0.6622,0.2097,0.1414,-0.003,-0.3409,-0.2869,-0.0066,0.1668,,221.0,DESP,,,0.36212062140182577,,,1505.0,,
494,7913,DFH,Return on Capital Employed,,,,,0.1466,0.2347,0.2466,0.2139,0.366,0.2037,,152.0,DFH,,,0.06650154760103957,,,787.0,,
495,7929,DFIN,Return on Capital Employed,0.1101,0.249,0.1337,0.1403,0.208,0.1275,0.0128,0.3608,0.2461,0.1981,,161.0,DFIN,0.008752727273139234,0.07686192817824589,0.09068067269269675,0.0006727514950318018,417.0,969.0,141.0,233.0
496,7945,DGICA,Return on Capital Employed,-0.0003,-0.0004,-0.0006,-0.0002,-0.026,0.0311,0.0311,0.0141,-0.0014,0.0058,,1181.0,DGICA,0.001650909090987291,0.08774933820593123,0.016007673160081698,0.0001448661801722903,547.0,218.0,229.2833333333334,632.0
497,7961,DGII,Return on Capital Employed,0.003,0.0312,0.0647,0.0292,0.0084,0.0317,0.0236,0.0185,0.0506,-0.0004,,1202.5,DGII,-0.000723030303063625,0.011439002625969197,0.019417324738490623,-8.27074553540011e-06,734.0,255.0,267.56666666666666,825.0
498,7977,DH,Return on Capital Employed,,,,,,-0.0109,-0.0089,-0.0174,-0.0156,-0.1243,,1410.0,DH,,,0.04454603910562644,,,580.0,,
499,7993,DHC,Return on Capital Employed,0.0502,0.0431,0.0449,0.0469,0.0667,0.016,0.0106,0.0745,0.0357,-0.0187,,1258.0,DHC,-0.004142424242620599,0.2051002470098926,0.026272321937735158,-0.0008496122353812522,899.0,337.0,307.46666666666664,975.0
500,8009,DHT,Return on Capital Employed,0.0208,0.1014,0.0334,0.0284,0.0042,0.0761,0.1941,0.0093,0.0611,0.1359,,313.5,DHT,0.007286666667008895,0.1279829282844568,0.05850323153467678,0.0009325689374765412,389.0,709.0,138.11666666666667,212.0
501,8025,DIBS,Return on Capital Employed,,,,,,-0.4373,-0.2158,-0.1308,-0.1325,-0.1482,,1441.0,DIBS,,,0.1164082711837952,,,1130.0,,
502,8041,DIN,Return on Capital Employed,0.0694,0.114,0.1077,-0.2498,0.1181,0.1176,-0.0241,0.1166,0.1244,0.142,,295.5,DIN,0.008771515151929487,0.0492177239176137,0.1135640387622772,0.00043171401108683087,465.0,1118.0,170.70000000000002,348.0
503,8057,DIOD,Return on Capital Employed,0.0858,0.0352,0.0266,0.0596,0.1246,0.1516,0.089,0.1828,0.2135,0.1419,,297.0,DIOD,0.01605575757651185,0.6062630755498265,0.05922802039575525,0.009734012968618502,147.0,719.0,92.59999999999998,60.0
504,8073,DJCO,Return on Capital Employed,0.0053,0.0001,-0.0155,-0.0393,-0.0447,-0.1477,0.0227,0.4302,-0.3553,0.1037,,429.0,DJCO,0.004298787878990687,0.00438041433390246,0.18655865163535032,1.883047204353696e-05,627.0,1330.0,224.35,605.0
505,8089,DK,Return on Capital Employed,0.1675,0.0238,-0.1324,0.1083,0.1386,0.1102,-0.1499,-0.0266,0.1011,0.0777,,579.0,DK,-0.0032793939395501393,0.007980648899691412,0.10543904447594354,-2.6171691635325503e-05,759.0,1064.0,250.25000000000003,744.0
506,8105,DLHC,Return on Capital Employed,0.0548,0.141,0.0484,0.1228,0.1884,0.0999,0.0993,0.1317,0.2551,0.0621,,682.0,DLHC,0.006799393939710176,0.10286862076650971,0.060891366383092435,0.0006994442766261505,410.0,735.0,180.11666666666667,386.0
507,8121,DLX,Return on Capital Employed,0.2733,0.3185,0.2051,0.1874,0.1292,-0.0983,0.0366,0.0624,0.0769,0.0731,,607.0,DLX,-0.029614545455938737,0.530667237009645,0.11676721115107616,-0.01571546901239955,1153.0,1131.0,328.6333333333334,1046.0
508,8137,DMRC,Return on Capital Employed,-0.2896,-0.3457,-0.2916,-0.3117,-0.5649,-0.6318,-0.3729,-0.6078,-0.5666,-0.6726,,1763.0,DMRC,-0.041362424244378394,0.6454998493408992,0.1478716389305265,-0.02669943861812061,1186.0,1235.0,455.48333333333335,1207.0
509,8153,DNLI,Return on Capital Employed,,-0.5056,-0.3308,-0.189,-0.0415,-0.3598,0.047,-0.2838,-0.2839,-0.1349,,1421.0,DNLI,,,0.1604622281618533,,,1276.0,,
510,8169,DNOW,Return on Capital Employed,0.0901,-0.3397,-0.1831,-0.0753,0.0428,-0.0778,-0.5842,0.0163,0.1487,0.1233,,356.0,DNOW,0.018589696970579522,0.05950895272372769,0.21888103366897738,0.0011062533981706407,370.0,1378.0,172.33333333333334,353.0
511,8185,DNTH,Return on Capital Employed,,,-1.025,-0.7006,-0.3749,-0.4788,-0.4237,-2.8178,-0.3974,-0.2554,,1538.0,DNTH,,,0.7917940183532584,,,1646.0,,
512,8201,DNUT,Return on Capital Employed,0.1593,0.1768,,,,0.0155,0.0021,0.0149,0.0099,0.0061,,1178.0,DNUT,,,0.07181881681690107,,,841.0,,
513,8217,DOCN,Return on Capital Employed,,,,,-0.1568,-0.1315,-0.0841,-0.0071,-0.0097,0.0282,,1013.5,DOCN,,,0.06852113218238265,,,810.0,,
514,8233,DOLE,Return on Capital Employed,0.0814,0.0759,0.0723,0.0935,0.0696,0.0501,0.0582,-0.0053,0.0364,0.0794,,569.5,DOLE,-0.0048963636365982,0.26866498425463126,0.02713283066692453,-0.0013154814593316045,932.0,353.0,245.4666666666667,715.0
515,8249,DOMO,Return on Capital Employed,,,,-4.446,-6.5024,-1.0009,-1.7503,-2.2587,-10.9642,13.6981,6.1213,5.0,DOMO,,,7.112195633658327,,,1790.0,,
516,8265,DORM,Return on Capital Employed,0.2875,0.2793,0.2773,0.2695,0.2294,0.1289,0.1518,0.1706,0.1033,0.1241,,351.5,DORM,-0.022361818182879165,0.8432637429712388,0.06994430713074509,-0.01885691050053699,1167.0,826.0,290.40000000000003,916.0
517,8281,DRH,Return on Capital Employed,0.0793,0.0499,0.0613,0.0507,0.046,0.0809,-0.1283,-0.0595,0.0524,0.0516,,779.5,DRH,-0.00810848484886854,0.13199326445275072,0.06410483679099417,-0.0010702653849678277,919.0,765.0,284.68333333333334,903.0
518,8297,DRS,Return on Capital Employed,,,,,,0.0848,0.0888,0.113,0.2121,0.077,,582.0,DRS,,,0.04994955855660789,,,632.0,,
519,8313,DRVN,Return on Capital Employed,,,,,0.0424,0.0404,0.0236,0.0205,0.0304,-0.1214,,1407.0,DRVN,,,0.0575245575578137,,,701.0,,
520,8329,DSGR,Return on Capital Employed,-0.034,0.0198,-0.0108,0.082,0.0601,0.0697,0.1354,0.0695,0.0356,0.0312,,977.0,DSGR,0.007689090909452893,0.2296327283024795,0.046087704434046174,0.001765666923703461,319.0,595.0,185.9333333333333,411.0
521,8345,DSP,Return on Capital Employed,,,,,-0.5314,0.3029,0.5862,-0.1201,-0.1603,-0.0401,,1302.0,DSP,,,0.35572983194178887,,,1499.0,,
522,8361,DTC,Return on Capital Employed,,,,,,-0.2966,-0.0516,0.0769,-0.0004,-0.2393,,1525.0,DTC,,,0.14253994527850777,,,1218.0,,
523,8377,DTI,Return on Capital Employed,,,,,,,,0.1042,0.3661,0.1896,,178.5,DTI,,,0.10905504216780727,,,1079.0,,
524,8393,DVAX,Return on Capital Employed,-0.7764,-0.568,-1.2943,-0.4681,-0.8435,-0.6,-0.2036,0.1837,0.3602,0.0026,,1195.0,DVAX,0.13294181818810574,0.6268632761300794,0.482283244991986,0.08333634368408535,20.0,1570.0,201.66666666666666,485.0
525,8409,DX,Return on Capital Employed,0.0146,0.0107,0.0399,0.0425,0.0175,-0.0285,0.0738,0.0323,0.052,0.2094,,144.0,DX,0.01243757575816558,0.3512047575554501,0.06028128731206726,0.0043681357787240865,237.0,723.0,94.0,66.0
526,8425,DXLG,Return on Capital Employed,-0.0695,-0.0394,0.0081,-0.1924,-0.121,-0.0148,-0.3182,0.2899,0.2081,0.1433,,291.0,DXLG,0.029003030304399952,0.22653714292167948,0.17502522361076986,0.0065702636212296535,181.0,1309.0,127.73333333333335,183.0
527,8441,DXPE,Return on Capital Employed,-0.02,-0.0545,0.058,0.0667,0.1253,0.1038,-0.0381,0.0566,0.1153,0.1469,,278.0,DXPE,0.014229090909762956,0.3644946753165703,0.0676953026435365,0.00518642787120401,214.0,800.0,107.03333333333335,121.0
528,8457,DY,Return on Capital Employed,0.0854,0.092,0.1436,0.1725,0.182,0.0731,0.0683,0.0594,0.0495,0.1197,0.1714,367.0,DY,-0.005038181818423547,0.10332892324405907,0.04501837957990047,-0.0005205899024055006,877.0,586.0,226.78333333333333,615.0
529,8473,DYN,Return on Capital Employed,0.0111,0.0114,-0.0544,0.0076,-0.6374,-1.0555,-0.1724,-0.3761,-0.5937,-2.0699,,1829.0,DYN,-0.15473515152245768,0.5062303754632325,0.6246573557559376,-0.07833163385257391,1220.0,1615.0,487.3166666666666,1234.0
530,8489,EAF,Return on Capital Employed,-0.1762,-0.1267,-0.2104,-0.0218,0.8811,0.7429,0.4926,0.4459,0.3578,-0.1503,,1444.0,EAF,0.050370303032687636,0.13837310626219657,0.3889338052933944,0.006969895294001128,174.0,1524.0,252.5,755.0
531,8505,EAT,Return on Capital Employed,0.2385,0.3079,0.3066,0.2668,0.251,0.279,0.0347,0.1182,0.0837,0.0747,0.0936,601.0,EAT,-0.02820545454679477,0.6505870270055681,0.1004401558142957,-0.018350102818939895,1164.0,1035.0,325.25,1032.0
532,8521,EB,Return on Capital Employed,,,-0.3825,-0.0989,-0.0977,-0.1441,-0.3646,-0.2227,-0.0823,-0.0239,,1268.5,EB,,,0.12519517200655145,,,1158.0,,
533,8537,EBC,Return on Capital Employed,,,,,0.0362,0.0179,0.003,0.0083,0.0132,0.0167,,1117.5,EBC,,,0.010393814934319782,,,134.0,,
534,8553,EBF,Return on Capital Employed,0.0669,-0.0898,0.1647,0.0544,0.1595,0.1541,0.1582,0.1011,0.1265,0.105,0.1698,421.5,EBF,0.011181818182348624,0.19113661637955393,0.07346279602628804,0.00213725489234549,304.0,857.0,140.73333333333332,231.0
535,8569,EBTC,Return on Capital Employed,0.0136,0.0129,0.0132,0.0153,0.0175,0.0204,0.014,0.0142,0.0147,0.0277,,1018.0,EBTC,0.0008696969697382058,0.3285893345396781,0.004357809082555132,0.0002857731485374516,500.0,38.0,195.36666666666667,451.0
536,8585,ECPG,Return on Capital Employed,0.0919,0.0625,0.0911,0.0807,0.0927,0.0911,0.1057,0.1383,0.1077,0.0015,,1200.0,ECPG,-0.0011381818182382107,0.009337709127216876,0.033831281382767635,-1.062801075259524e-05,743.0,446.0,278.5166666666667,878.0
537,8601,ECVT,Return on Capital Employed,,0.0586,0.0176,0.0285,0.0494,0.0572,0.0176,0.0285,0.0774,0.0881,,511.0,ECVT,,,0.024200433625336568,,,313.0,,
538,8617,EDIT,Return on Capital Employed,-2.4133,-0.776,-0.5026,-0.3579,-0.303,-0.3142,-0.2255,-0.3053,-0.476,-0.3379,,1608.0,EDIT,0.13424909091542417,0.38438816463736236,0.6219469238608709,0.05160376166121429,32.0,1613.0,247.3166666666667,731.0
539,8633,EE,Return on Capital Employed,0.0622,0.0582,0.0695,0.0684,0.0588,0.0863,0.0689,0.0723,0.0678,0.051,,784.0,EE,5.6969696969200794e-05,0.00032166781485598595,0.009123617703520902,1.8325317937090505e-08,683.0,116.0,209.41666666666666,523.0
540,8649,EFC,Return on Capital Employed,0.0182,0.0179,0.0003,0.0053,0.0307,0.0148,0.0017,0.0081,-0.0119,0.0326,,961.5,EFC,-0.00040424242426134754,0.007797719388492941,0.013148768003124854,-3.152168989314099e-06,724.0,182.0,237.98333333333335,676.0
541,8665,EFSC,Return on Capital Employed,0.0169,0.0196,0.0217,0.0211,0.0267,0.0725,0.0476,0.0591,0.0979,0.1431,,292.0,EFSC,0.012098181818750765,0.7697602564020243,0.03960676204892291,0.009312699538799898,150.0,523.0,82.85000000000001,32.0
542,8681,EGAN,Return on Capital Employed,-0.5642,-0.5626,-0.4351,-0.4796,-0.3487,0.1713,0.2018,0.1331,-0.0174,0.0505,0.1489,789.5,EGAN,0.08941757576180484,0.714028898691272,0.3039428776925033,0.06384673314484489,28.0,1466.0,157.38333333333333,295.0
543,8697,EGBN,Return on Capital Employed,0.0193,0.0254,0.1358,0.0316,0.1543,0.0346,0.0226,0.024,0.0277,0.0553,,743.0,EGBN,-0.0022157575758628262,0.018227000807329863,0.04714022061891522,-4.038661512409899e-05,772.0,608.0,246.23333333333335,720.0
544,8713,EGHT,Return on Capital Employed,0.0168,0.0172,-0.0214,-0.0168,-0.1729,-0.1869,-0.2972,-0.2622,-0.2145,-0.1083,-0.0414,1392.0,EGHT,-0.029133333334710524,0.5572394115203527,0.11209758070538366,-0.01623424152306037,1158.0,1103.0,406.65000000000003,1167.0
545,8729,EGY,Return on Capital Employed,-0.2615,-2.4935,-0.5764,0.6489,0.44,0.1473,-0.2284,0.3337,0.1807,0.2251,,130.0,EGY,0.14984666667374724,0.255495886669856,0.8514950046242198,0.03828520696633141,48.0,1660.0,104.8,112.0
546,8745,EHAB,Return on Capital Employed,,,,,,inf,0.0702,0.0925,0.0704,-0.0368,,1292.0,EHAB,,,,,,,,
